Московская обл, Пушкинский р-н, Пушкино г, Красноармейское шоссе ул, строение 103;56.010426;37.846188
Московская обл, Мытищинский р-н, Мытищи г, Волковское ш, владение № 12;55.923546;37.71001
Санкт-Петербург, г, Приладожский пгт, 58-й км мурманского шоссе;59.888446;31.292409
Санкт-Петербург г, Шушары п, Московское ш, дом № 70, корпус 4, кв. литер В ;59.772396;30.41513
Московская обл, Ступинский р-н, Михнево рп, Старомихневская ул, дом № 41;55.12207;37.94641
Московская обл, Долгопрудный г, Павельцево мкр, Новое ш, дом № 34, строение 4;55.9688;37.481316
Тульская обл, Ефремовский р-н, Ефремов г, Молодежная ул, дом № 10;53.110336;38.141834
Московская обл, Ступинский р-н, Малино рп;55.11289;38.178764
Московская обл, Черноголовка г, Коммунальная ул, дом № 6;55.995182;38.35528
Калужская обл, Боровский р-н, Ворсино с, Северная промышленная зона тер, владение № 6;55.23916;36.666096
Московская обл, Коломна г, Пирочинское ш, дом № 13;55.071575;38.88192
Москва г, Новоорловская ул, дом № 7;55.637333;37.36417
Московская обл, Подольск г, Коммунальная ул, дом № 23, корпус А;55.368134;37.53776
Московская обл, Бронницы г;55.421993;38.25906
Самарская обл, Самара г, Береговая ул, дом № 30;53.20612;50.302937
Татарстан Респ, Елабужский р-н, Большая Качка с;55.81801;51.960968
Ростовская обл, Азовский р-н, Новоалександровка х, Центральная ул, дом № 3;47.079956;39.51749
Краснодарский край, Краснодар г, Индустриальный п, дом № 2;45.054314;38.987026
Московская обл, Ступинский р-н, Ступино г, Ситенка ул, дом № 10;54.945435;38.05213
Самарская обл, Кинельский р-н, Чубовка с, Промышленная зона Балтийский проезд промзона, дом № 1;53.403423;50.56928
Свердловская обл, Сысертский р-н, Полевой п, Южная ул, дом № 27;56.65129;60.99047
Калужская обл, Калуга г, Болдина ул, дом № 57, помещение 1;54.501656;36.30795
Московская обл, Ногинский р-н, Ногинск г, Промплощадка N 1 тер, корпус 2лит2ж;55.83116;38.484623
Свердловская обл, Верхняя Пышма г, Мичурина ул, дом № 7;56.97096;60.564175
Пермский край, Пермь г;58.014965;56.246723
Санкт-Петербург, г, Уральская ул, дом № 13;59.953346;30.261583
Москва г, Нагорный проезд, дом № 12, корпус Б;55.68792;37.61692
Московская обл, Серпуховский р-н, Всходы д, дом № 100;54.974384;37.545383
Московская обл, Люберецкий р-н, Люберцы г, Котельнический проезд, дом № 14;55.66584;37.89045
Московская обл, Ленинский р-н, Совхоз имени Ленина с/п, совхоза им Ленина п, МКАД 24 км, владение;55.581493;37.708073
Московская обл, Фрязино г, Озерная ул, дом № 1, корпус А;55.967167;38.02975
Московская обл, Чеховский р-н, Чехов г, Зеленая ул, дом № 3;55.148594;37.45788
Ростовская обл, Октябрьский р-н, Интернациональный п, Майская ул, дом № 4, корпус а;47.509567;40.113087
Ростовская обл, Шахты г, Победа Революции пр-кт, дом № 113;47.697765;40.209583
Московская обл, Щелковский р-н, Серково д, дом № 8;55.89603;37.970516
Тульская обл, Новомосковский р-н, Новомосковск г, Комсомольское ш, дом № 64;54.066776;38.2554
Краснодарский край, Краснодар г, Подсолнечная ул, дом № 44;45.17468;39.099396
Краснодарский край, Кавказский р-н, Кропоткин г;45.43444;40.575027
Москва г, Егорьевский проезд, дом № 4;55.67236;37.73568
Московская обл, Серпухов г, Борисовское ш, дом № 120;54.91492;37.43734
Московская обл, Люберецкий р-н, Малаховка рп, Касимовское ш, владение № 3Б;55.628674;37.997326
Тверская обл, Тверь г, Паши Савельевой ул, дом № 62.;56.891468;35.83279
Московская обл, Ногинский р-н, М-7 Волга автодорога, 58 километр ул, дом № 6;55.883644;38.4866
Московская обл, Коломенский р-н, Парфентьево с;55.105225;38.8147
Башкортостан Респ, Уфа г, Трамвайная ул, дом № 2, корпус 1;54.79671;56.060703
Челябинская обл, Копейск г, Кубинская ул, дом № 1;55.117645;61.627625
Ульяновская обл, Ульяновск г, Инженерный 44-й проезд, дом № 1;54.376717;48.67574
Московская обл, Химки г, Подрезково мкр, Кирилловка кв-л, владение № 3д, строение 1;55.94187;37.33409
Московская обл, Дмитровский р-н, Шелепино д;56.41205;37.539875
Московская обл, Бронницы г, Кирпичный проезд, дом № 7, корпус 4;55.412575;38.27977
Московская обл, Железнодорожный г, Кучино мкр, Южная ул, дом № 11/2;55.748882;37.953358
Московская обл, Балашиха г, Кучино мкр, Южная ул, дом № 21;55.747677;37.93165
Московская обл, Подольск г, Сынково с;55.350834;37.627777
Ростовская обл, Батайск г, 1-й Пятилетки ул, дом № 75, литер б;47.136173;39.720806
Ростовская обл, Ростов-на-Дону г, Жданова ул;47.235676;39.596806
Московская обл, Химки г, Заводская ул, дом № 9, корпус а;55.9036;37.437378
Башкортостан Респ, Стерлитамак г, Гоголя ул, дом № 124Б, строение 1;53.589767;55.934544
Московская обл, Чеховский р-н, Лешино д;55.145115;37.59357
Московская обл, Подольск г, Правды ул, дом № 28;55.40531;37.56062
Ярославская обл, Ярославль г, Пожарского ул, дом № 63;57.57588;39.888206
Нижегородская обл, Городецкий р-н, Заволжье г, Лесозаводская ул, дом № 39, корпус а;56.6472;43.407272
Тульская обл, Новомосковский р-н, Новомосковск г, Гражданская ул, дом № 14;54.04975;38.24007
Белгородская обл, Старый Оскол г, Первой Конной Армии ул, дом № 67, литер а;51.34333;37.851044
Воронежская обл, Калачеевский р-н, Пригородный п, Космонавтов ул, дом № 7;50.361664;41.011738
Белгородская обл, Алексеевский р-н, Алексеевка г, Тимирязева ул, дом № 10;50.61574;38.68185
Московская обл, Чеховский р-н, Новоселки с, владение № 11, строение 3;55.129196;37.549168
Брянская обл, Брянск г, Фрунзе ул, дом № 64;53.243893;34.331493
Воронежская обл, Воронеж г, Пеше-Стрелецкая ул, дом № 54;51.66376;39.1592
Ленинградская обл, Кировский р-н, Приладожский пгт;59.875023;31.32496
Костромская обл, Нерехтский р-н, Нерехта г, Додина ул, дом № 10, корпус Б;57.460655;40.5738
Краснодарский край, Краснодар г, Тополиная Аллея ул, дом № 3;45.070335;38.994957
Краснодарский край, Крымский р-н, Крымск г;44.928913;37.987045
Курская обл, Курск г, Станционная ул, дом № 2Д;51.751335;36.236633
Курская обл, Железногорск г, Энтузиастов ул, дом № 10А;52.35443;35.35353
Московская обл, Красногорский р-н, Красногорск г;55.821743;37.340412
Москва г, Красносельская Верхн. ул, дом № 3А;55.786964;37.654915
Москва г, Святоозерская ул, дом № 1А;55.713905;37.887463
Москва г, МКАД 33-й км;55.576046;37.59834
Москва г, Кастанаевская ул, владение № 68;55.734524;37.47369
Москва г, Кутузовский пр-кт, дом № 32, корпус 2;55.740276;37.531963
Москва г, Лыковская 2-я ул, дом № 63;55.78879;37.39418
Москва г, Маршала Прошлякова ул, дом № 4;55.789684;37.3984
Москва г, Ходынский б-р, дом № 4;55.785164;37.53337
Москва г, Мосрентген п, Мамыри д;55.602135;37.481396
Московская обл, Раменский р-н, Быково рп, Аэропортовская ул, дом № 14, корпус П;55.628754;38.056107
Московская обл, Жуковский г, Гагарина ул, дом № 66;55.60747;38.09519
Саратовская обл, Балаковский р-н, Быков Отрог с, Металлургов ш, дом № 2;51.924416;47.815975
Московская обл, Жуковский г, Кооперативная ул, дом № 12;55.57837;38.11054
Московская обл, Коломна г;55.093876;38.767014
Московская обл, Мытищи г, Осташковское ш, дом № 1;55.897724;37.666203
Московская обл, Химки г, ИКЕА мкр, корпус 3;55.892994;37.345776
Московская обл, Химки г, 9 Мая ул, владение № 20, строение 1;55.9036;37.41559
Липецкая обл, Грязинский р-н, Казинка с, ОЭЗ ППТ Липецк тер;52.537876;39.82146
Московская обл, Домодедово г, Белые Столбы мкр, Лермонтова ул, дом № 3;55.33314;37.85122
Волгоградская обл, Городищенский район, посёлок Сады Придонья;49.056213;44.034466
Московская обл, Климовск г, Молодежная ул, дом № 15;55.387764;37.54888
Московская обл, Ногинский р-н, М-7 Волга автодорога, 58 километр ул, дом № 1;55.8825;38.423534
Московская обл, Подольский р-н, Лаговское д, дом № 1;55.43406;37.756752
Московская обл, Серпухов г, Северное ш, дом № 31;54.915524;37.41955
Московская обл, Солнечногорский р-н, Ржавки рп, владение № 2;56.013092;37.221363
Московская обл, Красногорский р-н, Балтия автодорога;55.822468;37.249954
Московская обл, Красногорский р-н, Новый п;55.8084;37.28668
Московская обл, Истринский р-н, Павловская Слобода с, Ленина ул, дом № 83;55.81426;37.087963
Татарстан Респ, Елабужский р-н, Елабуга г, Алабуга ОЭЗ тер, Ш-1 ул, строение 1/3;55.757713;52.053993
Нижегородская обл, Нижний Новгород г, Баумана ул, дом № 66;56.273163;43.947327
Алтайский край, Барнаул г, Павловский тракт, дом № 58а;53.347378;83.77841
Ростовская обл, Ростов-на-Дону г, Доватора ул, дом № 148;47.239975;39.570477
Калужская обл, Боровский р-н, Ворсино с, Северная промышленная зона тер, владение № 6, строение 5;55.23916;36.666096
Самарская обл, Самара г, 5 поселок Киркомбината ул, дом № 12;53.174923;50.2068
Ставропольский край, Минераловодский р-н, Загорский п, Шоссейная ул, дом № 41;44.252213;43.126133
Свердловская обл, Белоярский р-н, Екатеринбург-Тюмень автодорога, Логопарк Кольцевая-Восток тер, корпус 1;56.73166;60.961292
Ростовская обл, Ростов-на-Дону г, Пескова ул, дом № 1/2/169а, корпус 3;47.219566;39.56803
Ставропольский край, Лермонтов г;44.105045;42.97315
Ставропольский край, Ставрополь г, Спартака ул, дом № 19;45.044113;41.982635
Ставропольский край, Лермонтов г, Промышленная ул, дом № 1;45.05069;41.904903
Самарская обл, Чапаевск г, Академическая ул, дом № 1;54.8079;31.990784
Татарстан Респ, Казань г, Аделя Кутуя ул, дом № 157а;55.781223;49.197414
Татарстан Респ, Зеленодольский р-н, Зеленодольск г, Технополис Новая Тура промзона, дом № 3;55.868454;48.84123
Тульская обл, Тула г, Одоевское ш, дом № 85;54.186516;37.527924
Челябинская обл, Челябинск г, Потребительская 2-я ул, дом № 30, литер 17;55.097755;61.36841
Ростовская обл, Ростов-на-Дону г, Доватора ул, дом № 146А, строение 1;47.237946;39.627247
Астраханская обл, Астрахань г;46.349854;48.031567
Ставропольский край, Ессентуки г, Новопятигорская ул, дом № 1;44.051414;42.884586
Краснодарский край, Краснодар г, Индустриальный п, дом № 401;45.095562;39.108974
Краснодарский край, Кавказский р-н, Кропоткин г.;45.43444;40.575027
Ставропольский край, Невинномысск г, Низяева ул, дом № 1;44.650597;41.944714
Краснодарский край, Новороссийск г;44.723957;37.76907
Москва г, Москва;55.801704;37.651516
Московская обл, Красногорский р-н, Балтия автодорога, 26 км, дом № 3;55.822468;37.249954
Омская обл, Омск г, Молодежная 3-я ул, дом № 2, корпус 1;54.949543;73.447815
Нижегородская обл, Нижний Новгород г ;56.32788;44.00729
Иркутская обл, Нукутский р-н, Новонукутский п, Ленина ул, дом № 9;53.700245;102.71155
Новосибирская обл, Новосибирск г, Фабричный пер, дом № 11;55.022144;82.90156
Ставропольский край, Минераловодский р-н, Минеральные Воды г, 1-я Промышленная ул, дом № 9;44.242596;43.10713
Ростовская обл, Аксайский р-н, Ленина х, Логопарк ул, дом № 3, корпус 1;47.29382;39.888145
Липецкая обл, Липецк г, Универсальный проезд, дом № 14, корпус а;52.618305;39.518314
Самарская обл, Волжский р-н, Стройкерамика пгт, Производственная ул, дом № 50;53.270508;50.39387
Ростовская обл, Ростов-на-Дону г, Доватора ул, дом № 156/2;47.239975;39.570477
Ставропольский край, Ставрополь г, Кулакова пр-кт, дом № 17и;45.05207;41.91601
Саратовская обл, Энгельс г, Промышленная ул, дом № 16;51.45204;46.11651
Татарстан Респ, Зеленодольский р-н, Зеленодольск г, Машиностроителей ул, дом № 11;55.850243;48.501755
Ставропольский край, Минераловодский р-н, Новотерский п, Бештаугорская ул, дом № 1 ;44.140965;43.089035
Татарстан Респ, Елабужский р-н, Елабуга г;55.757713;52.053993
Свердловская обл, Екатеринбург г, Ново-Свердловская ТЭЦ тер;56.917656;60.475662
Челябинская обл, Копейск г, Логопарковая ул, дом № 1;55.01037;61.483112
Нижегородская обл, Нижний Новгород г, Коновалова ул, дом № 6;56.352077;43.80024
Ярославская обл, Ярославль г, Полушкина Роща ул, дом № 9, строение 17;57.658127;39.863758
Ростовская обл, Ростов-на-Дону г, Пойменная ул, дом № 1;47.20398;39.723606
Адыгея Респ, Тахтамукайский р-н, Новая Адыгея аул, Тургеневское шоссе ул, дом № 20/1, корпус Б;45.019337;38.93822
Краснодарский край, Темрюкский р-н, Голубицкая ст-ца;45.320568;37.27644
Ростовская обл, Аксайский р-н, Ленина х, Логопарк ул, дом № 1;47.294083;39.887962
Краснодарский край, Новороссийск г, Осоавиахима ул, дом № 212;44.708904;37.749435
Нижегородская обл, Кстовский р-н, Ждановский п, Придорожная ул, дом № 11;56.206886;44.102676
Ленинградская обл, Выборгский р-н, Уткина Заводь снт, дом № 4;60.301987;29.85301
Московская обл, Ногинский р-н, М-7 Волга автодорога, 58 километр ул;55.8825;38.423534
Москва г, Рязановское п, Знамя Октября п, владение № 20, строение 2;55.4741;37.541992
Татарстан Респ, Казань г, Хезмэт проезд;55.782356;49.124226
Санкт-Петербург, г, Пулковское ш, дом № 50;59.791733;30.324451
Московская обл, Подольск г, Сынково с, Центральная ул, дом № 9;55.352276;37.548374
Калужская обл, Калуга г, Автомобильная ул, дом № 1;54.56709;36.35975
Рязанская обл, Рязань г, Новоселковская ул, дом № 17;54.57905;39.819443
Ростовская обл, Новочеркасск г, Юности ул, дом № 1Г;47.41369;40.254723
Самарская обл, Самара г, Красная Глинка п, 5 кв-л, дом № 3, корпус А;53.38302;50.170532
Удмуртская Респ, Ижевск г, Воткинское ш, дом № 304;56.905933;53.361893
Московская обл, Лобня г, Краснополянский проезд, дом № 1;56.014053;37.437412
Самарская обл, Кинельский р-н, Сырейка с, Балтийский промзона, дом № 1;53.34237;50.522038
Калужская обл, Калуга г, Параллельная ул, дом № 11, строение 18;54.56047;36.265816
Краснодарский край, Тимашевский р-н, Тимашевск г, Гибридная ул, дом № 2, литер а;45.633533;38.94198
Краснодарский край, Тимашевский р-н, Тимашевск г, Выборная ул, дом № 72;45.63096;38.940956
Ульяновская обл, Ульяновск г, Гая пр-кт, дом № 69г;54.248688;48.316208
Ленинградская обл, Ломоносовский р-н, Сев.ч.промзоны Горелово промзона, Волхонское ш, дом № 7;59.831444;29.502447
Мордовия Респ, Саранск г, Николаевка рп, Ленина ул, дом № 89, литер Б;54.14893;45.150333
Московская обл, Химки г, Подрезково мкр, Квартал Черкизово тер, владение № 1;55.94187;37.33409
Санкт-Петербург, г, 6-й Верхний пер, дом № 3;60.07664;30.366726
Новгородская обл, Великий Новгород г, дом № по ТТН;58.520985;31.275785
Курганская обл, Шадринск г, Ломоносова ул, дом № 2;56.098656;63.668205
Ростовская обл, Ростов-на-Дону г, 2-я Луговая ул, дом № 26;47.196438;39.696095
Ставропольский край, Пятигорск г;44.041084;43.06666
Воронежская обл, Рамонский р-н, Айдарово с, Промышленная зона 2 тер, дом № 2, строение 1;51.906525;39.291
Татарстан Респ, Казань г;55.782356;49.124226
Ульяновская обл, Сенгилеевский р-н, Тушна с, дом № Эст поле, строение 1;54.023743;48.518745
Татарстан Респ, Казань г, Гаврилова ул, дом № 5;55.827904;49.163807
Свердловская обл, Екатеринбург г, Ново-Свердловская ТЭЦ тер, оф. 22;56.917656;60.475662
Тюменская обл, Тюменский р-н, Екатеринбург-Тюмень автодорога, 310 км, дом № 185;57.10918;66.08303
Краснодарский край, Горячий Ключ г, Новонабережная ул, дом № 66;44.634968;39.112133
Тульская обл, Новомосковский р-н, Новомосковск г, Свободы ул, дом № 8;54.07962;38.198174
Московская обл, Ногинский р-н, им. Воровского рп;55.725647;38.34138
Воронежская обл, Воронеж г, 9 Января ул, дом № 109;51.671753;39.15585
Архангельская обл, городской округ Новодвинск, Новодвинск, улица Мельникова, дом № 1;64.41839;40.820744
Воронежская обл, Новоусманский р-н, Новая Усмань с;51.64397;39.4107
Краснодарский край, Кореновский р-н, Кореновск г, Тимашевская ул, дом № 16;45.44762;39.45882
Забайкальский край, Чита г, Лазо ул, дом № 116;52.025787;113.4836
Рязанская обл, Рязань г, Ряжское ш, дом № 20;54.55355;39.780945
Калужская обл, Обнинск г;55.095173;36.61191
Самарская обл, Кинель г, Алексеевка пгт;53.24817;50.489956
Кировская обл, Киров г, Короленко ул, дом № 13;58.58086;49.623203
Краснодарский край, Краснодар г, Новороссийская ул, дом № 57;45.044857;39.08474
Самарская обл, Самара г, Заводское ш, дом № 99;53.19659;50.250774
Краснодарский край, Краснодар г, Почтовая ул, дом № 27/27;45.01694;39.10795
Ростовская обл, Новочеркасск г, Харьковское ш, дом № 11, корпус А;47.477577;40.10234
Крым респ, Судак г, Миндальное с, Миндальная ул, дом № 8, корпус А ;44.886627;34.99583
Ленинградская обл, Гатчинский р-н, Торфяное п, Ст. Фрезерная ул, дом № 9А;59.552784;30.15417
Липецкая обл, Грязинский р-н, Грязи г;52.49612;39.955162
Московская обл, Дмитровский р-н, Глазово д;56.09239;37.36042
Московская обл, Раменский р-н, Раменское г;55.570934;38.22821
Пермский край, Пермь г, Ласьвинская ул, дом № 88;58.01868;55.923363
Саратовская обл, Энгельс г, Строителей пр-кт, дом № 46;51.46206;46.13895
Свердловская обл, Екатеринбург г, Новинская ул, дом № 2;56.767796;60.616558
Свердловская обл, Белоярский р-н, Екатеринбург-Тюмень автодорога, 28-й км;56.70022;61.350315
Санкт-Петербург, г, Петро-Славянка п, Софийская ул, дом № 118, корпус 3;59.806625;30.4711
Татарстан Респ, Зеленодольский р-н, Зеленодольск г;55.84776;48.509705
Московская обл, Пушкинский р-н, Пушкино г, Клязьма мкр, Костомаровская ул, дом № 5, корпус 1;55.975773;37.84659
Ульяновская обл, Ульяновск г, Инженерный 7-й проезд, дом № 1;54.356445;48.621384
Нижегородская обл, Нижний Новгород г, Деловая ул, дом № 7;56.305565;44.065098
Ярославская обл, Ярославль г, Связистов проезд, дом № 5, корпус А;57.649223;39.913197
Волгоградская обл, Городищенский р-н, Волгоград, Сады Придонья п;49.056213;44.034466
Курская обл, Курск г;51.739433;36.179604
Самарская обл, Новокуйбышевск г, Железнодорожный проезд, дом № 1;53.095413;49.99385
Нижегородская обл, Дзержинск г, 1 Мая ул, дом № 1;56.235218;43.523624
Башкортостан Респ, Благовещенск г ;55.031143;55.981876
Пензенская обл, Пенза г;53.2;45
Московская обл, Лосино-Петровский г, Первомайская ул, дом № 1, корпус 4;55.864983;38.20467
Пермский край, Пермь г, Бумажников ул, дом № 1;58.15173;56.446095
Адыгея Респ, Майкоп г, Профсоюзный пер, дом № 2;44.589584;40.121113
Ростовская обл, Цимлянский р-н, Дубравный п, Солнечная ул, дом № 13;47.675396;41.98708
Самарская обл, Кинель г, Промышленная ул, дом № 13;53.233284;50.596382
Самарская обл, Тольятти г, Южное ш, дом № 6А;53.55255;49.29752
Самарская обл, Самара г, Дыбенко ул, дом № 30;53.207184;50.200863
Московская обл, Красногорский р-н, Красногорск г, Центральная ул, дом № 139;55.807194;37.343063
Санкт-Петербург г, Колпино г, Загородная ул, дом № 9, корпус 3;59.76515;30.59718
Ростовская обл, Ростов-на-Дону г, Страны Советов ул, дом № 52;47.26071;39.754436
Ставропольский край, Ставрополь г, Кулакова пр-кт, дом № 8, корпус г;45.05219;41.91261
Омская обл, Омск г, Граничная ул, дом № 59;54.939407;73.32463
Тюменская обл, Ишим г;56.110912;69.473366
Пермский край, Пермь г, Деревообделочная ул, дом № 6, корпус а;58.007233;56.14699
Московская обл, Климовск г, Бережковский проезд, дом № 10;55.364;37.56573
Калужская обл, Козельский р-н, Торбеево д;54.18463;35.80912
Москва г, Молодцова ул, дом № 14, строение 6.;55.87924;37.6326
Москва г, Ленинградский пр-кт, дом № 37;55.792088;37.540718
Москва г, Путевой проезд, дом № 15;55.873913;37.574097
Московская обл, Пушкинский р-н, Талицы д;56.1209;37.964935
Московская обл, Долгопрудный г, Московская ул, дом № 46;55.956196;37.52026
Ростовская обл, Октябрьский р-н, Интернациональный п, Майская ул, дом № 4 А;47.509567;40.113087
Ингушетия Респ, Назрановский р-н, Плиево с, М.А.Султыгова ул, дом № 1;43.283657;44.83765
Ростовская обл, Батайск г, Совхозная ул, дом № 4, корпус 2;47.109776;39.736885
Саратовская обл, Саратов г, Усть-Курдюмская ул, дом № 50;51.5711;46.068882
Краснодарский край, Краснодар г, Ленина х;45.018555;39.210728
Ставропольский край, Ставрополь г;45.043324;41.969093
Татарстан Респ, Казань г, Тихорецкая ул, дом № 13.;55.730934;49.111217
Северная Осетия - Алания Респ, Владикавказ г, Промышленная 6-я ул, дом № 6;43.063675;44.68454
Адыгея Респ, Теучежский р-н, Кочкин х;44.865833;39.183613
Мордовия Респ, Чамзинский р-н, Чамзинка рп, Республиканская ул, дом № 30;54.442554;45.829792
Волгоградская обл, Волгоград г, Мирный проезд, дом № 6;48.764763;44.45833
Воронежская обл, Воронеж г, Урывского ул, дом № 4;51.673386;39.290997
Кабардино-Балкарская Респ, Урванский р-н, Нарткала г, Канкошева ул, дом № 1;43.491497;43.760666
Тульская обл, Новомосковский р-н, Новомосковск г, Свободы ул, дом № 2;54.07962;38.198174
Московская обл, Красногорский р-н, Путилково д, Путилковское ш;55.8625;37.390278
Ростовская обл, Ростов-на-Дону г;47.224915;39.702274
Нижегородская обл, Нижний Новгород г;56.32788;44.00729
Новосибирская обл, Новосибирский р-н, Мичуринский с/с, Элитный п, Советское ш, дом № 1.;54.913334;82.94739
Новосибирская обл, Новосибирск г, Большая ул, дом № 260, корпус А;54.99013;82.84354
Ростовская обл, Аксайский р-н, Ленина х, Логопарк ул, дом № 2, корпус 4;47.293674;39.88823
Ростовская обл, Волгодонск г, Курчатова пр-кт, дом № 18;47.518642;42.206272
Ярославская обл, Ярославский р-н, Корюково д;57.55386;39.873566
Пензенская обл, Пенза г, Бийская ул, дом № 27т, помещение 1;53.13585;44.961655
Брянская обл, Брянский р-н, Новые Дарковичи п, М.Расковой ул, дом № 25;53.38265;34.318764
Санкт-Петербург, г, 6-й Верхний пер, дом № 4, литер А;60.074486;30.365993
Московская обл, Сергиево-Посадский р-н, Хотьково г, Заводская ул, дом № 1;56.31088;38.16168
Краснодарский край, Тимашевский р-н, Тимашевск г;45.61303;38.95089
Рязанская обл, Рязань г, 195 километр ;54.62957;39.742504
Московская обл, Солнечногорский р-н, Шелепаново д;56.122623;37.16045
Московская обл, Щелковский р-н, Фряново рп, Молодежная ул, дом № 15;56.11862;38.41882
Московская обл, Солнечногорский р-н, Юрлово д, дом № 2;55.902653;37.264782
Волгоградская обл, Волгоград г, 40 лет ВЛКСМ ул, дом № 57, корпус н;48.48474;44.652554
Московская обл, Одинцовский р-н, Лесной Городок дп, Энергетиков ул, дом № 10;55.63808;37.220974
Московская обл, Истринский р-н, Павловская Слобода с ;55.81426;37.087963
Нижегородская обл, Балахнинский р-н, Гидроторф рп, Административная ул, дом № 17;56.45508;43.524544
Самарская обл, Самара г, Земеца ул, дом № 32, корпус 354;53.21392;50.294132
Краснодарский край, Павловский р-н, Павловская ст-ца, Хлебная ул, дом № 4;46.114487;39.78412
Санкт-Петербург г;59.939365;30.315363
Татарстан Респ, Елабужский р-н, Елабуга г, Алабуга ОЭЗ тер;55.757713;52.053993
Тюменская обл, Тюмень г;57.153534;65.542274
Новосибирская обл, Новосибирск г, Бердское ш, дом № 510;54.85574;83.074684
Ханты-Мансийский Автономный округ - Югра АО, Сургут г, Сосновая ул, дом № 43/2;61.24143;73.48023
Волгоградская обл, Волжский г, 7-я Автодорога ул, дом № 25А;48.812454;44.83677
Челябинская обл;54.422394;61.186584
Мордовия Респ, Саранск г, Ялга рп;54.127605;45.127655
Нижегородская обл, Дзержинск г, Свердлова пр-кт, дом № 65А;56.235367;43.383125
Челябинская обл, Копейск г, Логопарковая ул, дом № 1, корпус А;55.01037;61.483112
Архангельская обл, Архангельск г, Ленинградский пр-кт, дом № 382, корпус 1;64.48375;40.73558
Воронежская обл, Воронеж г, Новосибирская ул, дом № 82А;51.60548;39.233986
Владимирская обл, Киржачский р-н, Киржач г;56.15907;38.872223
Новосибирская обл, Новосибирск г, Советское ш, дом № 1;54.86652;82.990395
Кемеровская обл, Кемеровский р-н, Ягуново с;55.248917;86.01069
Новосибирская обл, Новосибирск г, Толмачевская ул, дом № 43/1;54.956444;82.82814
Кемеровская обл, Новокузнецк г, Полесская ул, дом № 15;53.73194;87.173996
Курская обл, Курск г, Станционная ул, дом № 1, корпус Б;51.74728;36.234688
Москва г, Щербинка г, Варшавское шоссе 28-й км, владение № 3, строение 1;55.49257;37.592907
Московская обл, Домодедово г, Белые Столбы мкр, дом № 104, строение 3;55.33314;37.85122
Московская обл, Люберецкий р-н, Люберцы г, Новорязанское ш;55.668118;37.87394
Московская обл, Чеховский р-н, Новоселки с;55.129196;37.549168
